-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2019 through 12/31/2021 
Location: Latitude  -1.9852   Longitude 30.0447 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1614.43 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
WS2M                    MERRA-2 Wind Speed at 2 Meters (m/s) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS50M_MAX               MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN               MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_UV_INDEX,WS2M,TS,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,QV2M,RH2M,WD10M,WS10M,PS,WS50M_MAX,WS50M_MIN
2020,2,11,3.05,1.51,20.66,20.78,27.79,14.08,0.01,12.63,71.5,141.31,2.66,83.93,4.85,2.59
2020,2,12,2.76,0.97,21.55,21.37,28.03,15.23,0.03,12.88,70.88,130.06,1.73,83.88,4.38,1.54
2020,2,13,2.29,1.18,20.19,19.87,25.18,15.88,2.5,13.92,81.19,177.44,2.15,83.83,5.31,2.95
2020,2,14,2.09,1.65,20.37,19.98,25.34,16.26,1.53,13.73,80.56,122.38,2.86,83.84,6.49,2.92
2020,2,15,2.27,1.23,20.69,20.17,25.69,15.33,0.59,13.98,81.25,126.56,2.05,83.85,3.98,1.16
2020,2,16,2.73,1.26,19.88,19.5,25.89,14.57,0.18,13.18,80.19,148.38,2.09,83.91,4.96,1.05
2020,2,17,2.83,1.23,19.9,19.84,25.45,14.29,0.4,13.24,78.0,145.31,2.09,83.88,4.46,0.57
2020,2,18,2.24,1.41,20.76,20.61,27.02,15.68,0.3,13.79,78.25,138.5,2.43,83.88,5.12,1.3
2020,2,19,2.12,1.34,19.03,19.15,24.55,15.77,3.06,13.79,84.44,111.12,2.28,83.88,5.94,1.7
2020,2,20,2.32,1.2,19.83,19.86,25.4,15.02,2.21,13.73,80.5,151.81,2.04,83.82,4.44,0.19
2020,2,21,2.1,1.27,20.17,19.96,26.07,14.98,3.65,14.28,83.44,143.19,2.24,83.79,4.65,0.75
2020,2,22,2.16,1.2,20.94,20.66,26.17,15.84,0.58,14.4,81.06,140.38,2.09,83.83,4.07,0.38
2020,2,23,2.24,1.58,20.76,20.55,26.11,15.05,0.37,14.4,81.62,129.81,2.77,83.8,5.93,2.73
2020,2,24,1.42,1.05,21.11,21.22,27.32,16.21,9.55,13.98,76.19,203.0,1.85,83.81,4.25,0.36
2020,2,25,2.38,0.67,20.72,20.64,25.73,16.09,82.15,14.28,79.75,191.0,1.2,83.89,3.62,0.35
2020,2,26,2.53,1.22,21.04,20.83,26.75,16.9,8.05,14.4,80.25,129.19,2.12,83.87,4.52,1.77
2020,2,27,1.88,1.12,19.42,19.48,23.78,16.45,18.45,14.65,87.38,146.31,1.92,83.92,4.63,1.25
2020,2,28,0.69,0.94,19.5,19.47,24.65,16.65,7.86,14.1,84.69,190.69,1.59,84.01,3.85,0.77
2020,2,29,2.75,0.94,20.55,20.43,25.78,16.05,5.32,13.92,79.31,120.38,1.6,83.9,3.7,1.55
2020,3,1,2.67,0.64,21.38,21.08,26.83,15.13,14.81,14.22,78.12,158.06,1.1,83.9,3.08,0.2
2020,3,2,2.15,0.66,19.26,19.45,22.11,16.91,20.08,13.92,83.0,209.31,1.09,84.03,2.72,0.65
2020,3,3,2.66,0.9,20.57,20.72,26.08,14.77,1.98,13.49,75.38,192.75,1.55,84.02,3.37,0.37
2020,3,4,1.75,0.84,19.34,19.48,23.74,16.44,1.19,13.79,82.88,174.56,1.46,84.12,3.27,0.27
2020,3,5,2.41,0.62,21.09,20.5,26.46,15.78,2.08,13.92,80.12,123.44,1.2,84.03,4.22,0.16
2020,3,6,2.16,0.59,20.53,20.62,25.55,15.51,2.21,13.43,76.0,177.06,1.09,83.99,3.41,0.09
2020,3,7,2.22,0.91,20.55,20.56,25.62,15.74,0.63,13.67,76.75,132.69,1.54,83.91,3.66,0.55
2020,3,8,1.89,0.87,21.12,21.0,27.22,15.7,2.91,14.28,78.62,160.0,1.44,83.84,3.93,0.78
2020,3,9,1.8,0.79,21.07,20.69,25.79,16.33,30.45,15.14,84.12,188.88,1.43,83.79,3.64,0.44
2020,3,10,2.23,0.89,20.82,20.73,25.88,16.93,9.62,14.4,81.06,95.62,1.6,83.79,3.76,1.21
2020,3,11,1.94,0.89,20.23,20.27,24.79,16.26,2.84,14.47,82.31,129.44,1.41,83.82,3.18,0.65
2020,3,12,1.84,0.9,21.4,20.76,25.8,16.28,1.03,14.83,82.44,150.75,1.57,83.78,4.05,1.38
2020,3,13,1.66,1.09,19.74,19.76,23.69,17.05,6.17,14.71,86.19,156.56,1.88,83.87,5.61,1.38
2020,3,14,2.66,1.25,20.3,20.07,25.13,15.19,0.83,13.85,80.5,123.81,2.2,83.91,5.23,1.43
2020,3,15,2.51,0.92,21.05,20.62,26.37,15.73,3.71,14.89,83.56,147.94,1.59,83.8,4.35,0.77
2020,3,16,2.21,0.59,21.83,21.23,26.55,16.8,18.19,15.08,81.81,122.69,1.08,83.79,3.95,0.27
2020,3,17,2.64,1.1,21.08,20.76,26.01,16.7,5.69,14.59,81.5,137.62,1.95,83.8,4.48,0.6
2020,3,18,1.32,0.64,20.17,20.06,24.48,16.53,7.33,14.28,82.69,153.25,1.17,83.92,3.52,0.41
2020,3,19,2.23,0.8,20.02,19.83,23.87,16.88,2.73,14.1,82.94,158.12,1.41,83.96,3.17,1.12
2020,3,20,2.69,1.12,20.55,20.32,26.15,15.73,3.39,14.22,81.56,119.94,1.82,83.89,4.05,0.66
2020,3,21,2.27,1.3,19.11,19.2,22.37,16.4,21.5,14.89,89.94,107.56,2.22,83.83,4.74,0.93
2020,3,22,2.58,1.54,20.23,20.16,25.48,16.53,6.35,14.1,81.31,90.56,2.56,83.89,5.09,1.25
2020,3,23,2.89,1.02,19.87,19.62,25.16,14.54,7.84,13.98,83.12,171.06,1.75,83.92,4.09,1.55
2020,3,24,2.12,0.9,18.2,18.58,21.12,16.56,6.55,14.16,88.69,133.62,1.46,83.88,3.75,0.22
2020,3,25,0.95,0.84,18.44,18.59,22.55,15.65,33.13,14.04,87.88,168.5,1.44,83.77,3.7,0.67
2020,3,26,2.3,0.94,18.79,19.0,23.12,14.98,6.07,13.67,84.06,240.69,1.7,83.76,4.24,0.5
2020,3,27,1.35,0.8,19.29,19.42,24.32,15.95,41.42,13.67,82.19,138.06,1.38,83.92,3.66,0.41
2020,3,28,1.95,0.69,18.69,18.71,22.6,15.53,16.16,13.18,82.81,176.31,1.2,84.03,3.08,0.26
2020,3,29,1.35,0.88,19.33,19.03,24.91,14.12,3.66,13.37,83.06,135.75,1.61,83.94,3.46,1.05
2020,3,30,2.71,0.91,19.52,19.64,25.0,14.73,2.55,13.31,79.25,159.88,1.47,83.89,2.99,0.77
2020,3,31,2.33,0.95,19.55,19.35,23.95,15.08,4.3,13.85,83.56,120.38,1.55,83.92,3.58,0.34
2020,4,1,2.5,1.08,19.21,19.55,23.65,16.8,2.48,14.71,87.06,129.75,1.79,83.92,4.01,0.12
2020,4,2,2.81,1.21,19.67,19.55,24.41,15.09,3.97,14.83,88.06,140.81,2.1,83.82,4.31,1.02
2020,4,3,1.91,0.98,20.34,20.04,25.94,15.36,1.5,14.1,82.38,165.88,1.73,83.81,4.29,0.7
2020,4,4,2.63,1.15,20.01,19.81,25.16,16.08,3.23,14.47,85.12,116.75,1.91,83.91,4.13,0.73
2020,4,5,2.35,0.93,20.17,19.83,25.41,15.57,1.81,13.98,82.75,156.75,1.59,83.98,4.06,0.49
2020,4,6,2.55,1.11,20.4,19.84,26.26,14.59,0.97,13.85,82.38,128.06,1.95,83.97,5.31,0.95
2020,4,7,2.59,0.94,20.17,20.34,26.51,14.38,3.68,13.0,75.44,168.25,1.65,83.92,3.79,0.48
2020,4,8,2.64,1.1,19.96,19.92,24.62,15.59,1.68,14.34,83.12,141.25,1.84,83.91,4.45,0.87
2020,4,9,2.52,1.2,19.92,19.9,24.08,16.27,1.38,14.4,83.69,111.94,1.93,83.92,4.06,1.95
2020,4,10,1.74,1.76,19.83,19.62,24.4,16.09,3.56,14.53,86.25,116.56,2.99,83.89,6.79,2.41
2020,4,11,2.27,1.55,20.1,19.87,24.92,15.66,1.88,14.71,86.06,118.19,2.61,83.88,6.26,1.09
2020,4,12,2.12,1.41,20.34,20.08,25.1,16.58,2.49,15.08,86.75,100.62,2.4,83.86,5.16,2.36
2020,4,13,2.09,0.84,20.76,20.6,24.95,17.48,7.06,15.14,84.44,95.06,1.38,83.86,3.08,0.77
2020,4,14,1.39,0.71,20.38,19.98,24.72,17.01,3.75,14.59,84.88,243.69,1.27,83.93,3.19,0.78
2020,4,15,2.16,0.97,20.98,20.35,25.48,16.28,1.05,14.89,84.88,156.5,1.66,83.95,3.97,1.19
2020,4,16,2.54,1.09,20.51,20.1,24.76,17.01,4.85,14.95,86.25,84.75,1.91,83.9,4.1,1.92
2020,4,17,2.03,0.88,19.47,19.59,23.04,17.55,17.82,15.08,89.0,79.88,1.5,83.82,3.89,1.16
2020,4,18,0.87,1.3,19.9,19.83,23.93,17.05,33.62,15.14,88.31,100.0,2.2,83.88,4.77,1.18
2020,4,19,1.95,0.67,18.9,18.58,21.94,16.83,18.43,13.67,86.12,181.88,1.2,84.03,4.23,0.44
2020,4,20,1.45,0.62,19.04,18.84,22.98,15.89,29.13,14.04,86.88,213.12,1.11,83.96,3.83,0.83
2020,4,21,2.0,0.7,18.1,18.1,21.12,15.59,12.18,13.49,87.62,214.06,1.38,84.0,3.98,0.38
2020,4,22,1.8,0.76,19.89,19.5,24.52,14.82,35.51,13.67,82.12,192.88,1.44,83.94,3.97,1.21
2020,4,23,2.14,0.65,20.05,19.85,23.83,16.27,14.62,14.59,85.06,161.81,1.12,83.93,2.61,0.43
2020,4,24,2.14,0.54,21.01,20.64,26.08,16.43,8.17,13.98,79.38,131.12,1.04,83.91,3.4,0.22
2020,4,25,1.6,0.73,19.18,19.4,22.54,16.76,14.38,14.47,86.31,119.62,1.27,83.92,2.56,0.49
2020,4,26,2.38,0.97,19.69,19.43,24.14,15.84,1.75,14.28,85.81,100.06,1.66,83.97,3.61,0.86
2020,4,27,1.75,1.4,18.76,18.56,22.95,14.99,14.26,14.53,91.38,130.25,2.36,84.04,5.12,1.69
2020,4,28,1.96,1.3,18.74,18.87,22.68,16.31,3.01,13.85,85.88,102.12,2.11,84.11,5.51,0.38
2020,4,29,1.12,1.11,17.55,17.96,21.67,14.58,22.11,13.79,89.88,140.12,1.84,84.12,4.84,1.05
2020,4,30,1.6,1.36,18.56,18.86,23.23,15.79,5.33,14.22,88.12,109.06,2.23,84.15,5.55,0.59
2020,5,1,2.47,1.09,19.4,19.33,23.64,15.53,2.81,14.4,86.75,122.88,1.84,84.12,3.77,1.77
2020,5,2,1.31,1.58,19.58,19.3,23.68,16.98,7.8,14.83,89.31,127.0,2.73,84.04,5.89,2.73
2020,5,3,2.56,1.13,19.76,19.47,24.18,15.78,5.67,14.34,85.75,107.62,1.95,84.04,4.14,1.87
2020,5,4,2.74,0.98,19.92,19.78,25.01,14.77,0.04,13.24,78.88,139.88,1.66,84.01,3.17,0.89
2020,5,5,2.09,1.32,19.55,19.53,23.79,16.39,4.46,14.83,88.25,87.69,2.27,84.01,4.91,1.05
2020,5,6,2.48,1.7,19.63,19.42,23.77,16.48,14.06,15.14,90.38,121.19,2.88,83.95,5.84,1.83
2020,5,7,2.18,1.64,19.55,19.21,23.3,16.52,6.72,14.89,90.0,123.31,2.8,83.95,5.95,2.3
2020,5,8,2.39,1.55,19.64,19.15,23.83,15.62,3.52,14.4,87.81,125.81,2.67,83.97,5.62,2.8
2020,5,9,2.05,1.62,19.58,19.1,23.66,15.77,9.54,14.53,88.94,131.31,2.77,83.99,5.49,3.52
2020,5,10,1.84,1.47,18.76,18.33,22.55,15.43,2.57,13.67,87.88,129.38,2.51,84.05,5.83,2.63
2020,5,11,1.66,1.46,18.3,18.12,22.51,14.87,3.11,13.92,90.12,123.25,2.46,84.06,5.3,1.95
2020,5,12,1.73,1.53,19.01,18.65,23.58,14.99,2.53,14.28,89.56,131.56,2.59,84.07,5.97,1.81
2020,5,13,2.41,0.98,19.74,19.48,24.36,15.77,3.28,14.59,87.25,128.31,1.69,84.05,4.05,0.59
2020,5,14,2.29,1.01,19.15,19.24,23.51,15.89,10.6,14.59,88.38,63.12,1.71,84.07,3.67,1.12
2020,5,15,2.11,0.64,19.95,19.6,24.76,14.52,3.93,13.85,82.88,156.19,1.2,84.01,2.91,0.3
2020,5,16,2.3,1.43,19.08,18.83,23.01,15.53,11.09,14.34,88.88,172.75,2.5,84.04,4.88,2.0
2020,5,17,2.34,1.46,19.66,19.4,23.93,16.3,4.18,14.71,88.56,131.56,2.48,84.09,5.8,1.58
2020,5,18,2.3,1.41,19.49,19.01,23.94,15.28,0.72,14.1,87.19,134.5,2.49,84.11,4.88,2.88
2020,5,19,2.39,1.26,18.9,18.54,23.78,14.73,0.25,13.31,84.75,143.12,2.19,84.15,3.88,1.7
2020,5,20,2.4,1.15,18.63,18.3,23.46,13.7,2.07,13.31,85.5,157.06,1.96,84.13,3.74,1.06
2020,5,21,1.92,1.66,19.26,18.81,23.48,15.48,0.3,13.98,87.5,141.94,2.89,84.16,6.61,3.3
2020,5,22,2.02,1.38,18.82,18.41,23.75,14.24,0.01,13.37,85.5,153.25,2.43,84.21,5.15,2.66
2020,5,23,2.26,1.21,18.36,17.87,23.3,13.51,0.0,12.57,83.81,161.62,2.12,84.21,4.31,1.78
2020,5,24,2.43,1.09,18.12,17.9,24.03,12.53,0.0,11.84,79.44,163.12,1.9,84.14,3.86,1.99
2020,5,25,2.41,0.94,18.72,18.36,24.53,12.15,0.0,12.88,82.69,148.69,1.68,84.06,3.55,1.45
2020,5,26,2.3,0.78,19.73,19.44,25.34,13.86,0.04,13.55,82.06,138.62,1.42,84.06,4.0,1.05
2020,5,27,2.26,1.13,20.07,19.85,24.9,15.66,0.13,14.47,84.94,145.5,1.95,84.1,3.79,1.38
2020,5,28,2.32,1.38,20.17,19.82,25.19,15.57,0.11,13.98,82.56,138.44,2.4,84.07,5.66,1.98
2020,5,29,2.14,1.23,19.98,19.67,25.06,14.68,0.14,13.85,82.25,151.06,2.15,84.0,4.06,2.24
2020,5,30,2.21,1.54,19.62,19.09,24.06,15.02,0.15,13.92,85.44,136.69,2.65,84.01,5.39,2.61
2020,5,31,2.46,1.62,18.75,18.14,23.48,13.77,0.0,12.7,83.19,144.38,2.74,84.14,5.51,2.72
2020,6,1,2.49,1.34,18.59,17.97,23.86,12.31,0.0,12.57,83.31,152.31,2.33,84.16,5.11,2.29
2020,6,2,2.28,1.45,18.83,18.23,23.55,13.72,0.0,12.82,83.5,151.44,2.5,84.12,5.09,2.93
2020,6,3,2.15,1.41,18.92,18.4,23.82,13.33,0.0,13.06,83.81,155.0,2.43,84.04,4.95,2.41
2020,6,4,2.07,1.42,18.7,18.27,23.42,14.22,0.01,13.18,85.31,155.12,2.52,84.09,4.88,3.1
2020,6,5,2.32,1.34,17.8,17.68,22.06,14.22,0.45,12.63,84.81,158.06,2.35,84.21,4.86,1.76
2020,6,6,2.38,1.09,18.77,18.3,24.33,13.02,0.14,12.63,82.19,166.62,1.95,84.18,4.05,1.69
2020,6,7,2.23,1.04,18.61,18.12,23.87,13.15,0.12,12.45,82.12,171.94,1.95,84.08,4.31,1.91
2020,6,8,1.96,1.34,18.55,17.97,23.08,13.58,0.59,12.76,84.38,166.94,2.34,84.02,4.74,2.95
2020,6,9,1.76,1.41,18.59,18.07,23.14,14.37,2.2,13.18,86.44,158.0,2.47,83.99,5.32,3.34
2020,6,10,1.49,1.21,16.69,16.67,19.93,14.39,2.45,12.39,88.06,158.69,2.05,84.05,4.32,0.88
2020,6,11,1.34,0.91,17.42,17.4,22.16,13.08,2.68,12.39,84.5,197.75,1.55,84.05,2.56,1.48
2020,6,12,1.74,1.12,18.32,18.17,23.02,14.46,14.26,13.37,86.88,156.75,1.95,83.98,3.81,1.79
2020,6,13,1.37,1.25,16.85,16.83,19.07,14.74,22.86,13.31,93.38,150.44,2.26,84.06,5.65,2.19
2020,6,14,1.42,0.99,18.05,17.71,22.3,14.35,9.76,13.18,88.06,181.5,1.76,84.14,4.29,2.04
2020,6,15,1.45,1.14,17.4,17.09,20.4,14.87,0.71,12.63,87.62,143.88,1.99,84.17,3.77,2.38
2020,6,16,1.73,1.21,17.62,17.12,22.01,13.48,0.06,12.27,85.5,158.81,2.13,84.14,4.38,2.22
2020,6,17,1.88,1.3,17.47,16.86,21.89,13.44,0.02,11.9,84.81,162.44,2.27,84.11,4.73,2.62
2020,6,18,2.18,1.31,17.22,16.68,22.09,12.43,0.01,11.41,82.31,154.38,2.29,84.14,4.38,2.17
2020,6,19,1.94,1.23,17.25,16.74,22.59,11.08,0.04,11.78,83.81,166.06,2.21,84.19,4.52,2.33
2020,6,20,1.85,1.27,17.9,17.44,22.79,13.34,2.29,12.33,84.5,163.19,2.2,84.19,4.44,2.4
2020,6,21,1.75,1.45,17.26,17.14,21.58,13.12,4.45,12.39,86.12,178.56,2.58,84.11,4.95,2.83
2020,6,22,1.4,0.98,18.21,17.73,22.51,13.61,2.0,12.7,85.31,160.44,1.8,84.03,3.61,1.89
2020,6,23,1.88,1.48,18.24,17.8,22.77,14.21,2.22,12.76,85.44,146.0,2.55,84.04,5.56,2.55
2020,6,24,1.65,1.62,18.05,17.61,22.88,13.12,0.86,12.33,83.56,153.38,2.84,84.06,5.84,3.77
2020,6,25,2.03,1.53,17.93,17.45,23.37,12.31,0.59,12.27,83.81,162.5,2.7,84.01,5.56,3.1
2020,6,26,2.15,1.35,17.94,17.55,23.36,12.31,0.21,12.02,82.12,163.06,2.39,83.98,4.43,2.06
2020,6,27,1.87,1.24,17.83,17.71,23.4,11.95,0.43,11.96,80.44,144.56,2.09,83.97,4.99,0.56
2020,6,28,1.91,1.35,18.37,17.97,23.42,12.91,0.52,12.45,82.25,163.38,2.34,84.01,4.76,1.01
2020,6,29,2.13,1.66,18.12,17.83,24.04,12.23,0.01,11.84,79.81,163.75,2.91,83.99,5.95,2.8
2020,6,30,1.94,1.56,17.91,17.49,23.47,11.79,0.0,11.78,80.69,161.06,2.78,83.99,5.69,3.15
2020,7,1,1.76,1.66,17.8,17.32,23.38,12.01,0.0,12.02,83.06,160.88,2.91,84.02,5.74,2.72
2020,7,2,1.72,1.62,17.62,17.13,22.99,12.72,0.0,12.08,83.88,167.81,2.82,83.98,6.67,2.42
2020,7,3,2.2,1.6,17.83,17.24,23.25,12.19,0.0,12.08,83.44,165.75,2.73,84.0,5.78,2.28
2020,7,4,2.27,1.45,17.6,17.05,23.1,12.01,0.0,11.84,83.12,158.12,2.51,84.03,5.24,2.27
2020,7,5,1.98,1.22,17.69,17.07,22.98,11.77,0.06,11.72,82.31,156.75,2.14,83.95,4.99,2.19
2020,7,6,1.8,1.48,17.65,17.2,22.36,12.05,0.1,12.02,83.31,171.62,2.58,83.9,5.38,2.74
2020,7,7,1.59,1.7,17.83,17.27,23.02,12.8,0.06,11.96,83.12,160.06,2.94,83.94,5.8,3.48
2020,7,8,1.7,1.62,17.66,17.24,23.55,11.56,0.01,11.84,82.06,160.12,2.78,84.02,6.59,2.77
2020,7,9,2.09,1.64,17.63,17.41,23.67,11.46,0.02,11.47,79.12,154.31,2.74,83.97,6.04,2.66
2020,7,10,1.75,1.73,17.62,17.54,22.87,13.27,9.27,12.27,82.88,154.88,2.92,83.98,6.08,2.87
2020,7,11,1.93,1.61,18.55,18.1,23.88,12.83,2.43,12.57,82.88,153.38,2.77,84.03,5.36,3.22
2020,7,12,1.91,1.43,18.87,18.35,24.05,13.64,7.18,13.06,84.31,149.06,2.45,84.03,5.21,2.19
2020,7,13,1.54,1.6,17.42,17.11,21.62,13.66,10.21,12.15,84.5,165.62,2.74,83.93,6.05,2.87
2020,7,14,1.52,1.23,17.49,17.15,22.66,13.31,3.77,11.47,80.12,174.69,2.16,83.94,4.2,1.48
2020,7,15,1.76,1.57,18.15,17.72,23.33,12.82,0.21,11.78,79.56,158.5,2.7,84.08,5.49,3.54
2020,7,16,0.89,2.32,17.49,17.04,21.91,13.73,0.32,12.02,84.44,153.0,3.82,84.11,8.43,3.91
2020,7,17,1.76,2.02,17.05,16.07,21.83,11.87,0.06,10.44,78.69,157.75,3.24,84.08,7.27,3.21
2020,7,18,1.89,1.86,15.72,14.92,20.18,11.04,0.06,9.77,78.69,162.38,3.03,84.08,6.75,3.66
2020,7,19,1.99,1.52,16.26,15.73,21.59,11.01,0.01,10.07,77.0,166.31,2.62,84.02,5.7,3.07
2020,7,20,2.38,1.44,16.9,16.37,22.23,11.17,1.41,10.93,80.06,167.31,2.49,83.97,5.62,2.79
2020,7,21,1.89,1.12,16.81,16.2,21.33,12.02,3.33,11.29,83.31,172.94,2.02,84.02,3.98,1.39
2020,7,22,1.64,1.39,17.05,16.83,21.35,12.68,2.97,11.72,83.44,183.19,2.4,83.97,4.84,2.73
2020,7,23,1.16,1.56,17.49,17.07,21.92,12.95,6.57,12.02,83.94,183.06,2.72,83.92,5.27,2.89
2020,7,24,0.91,1.45,17.6,17.06,23.03,12.19,2.78,11.72,82.69,179.75,2.46,83.94,5.17,2.77
2020,7,25,1.9,1.59,17.7,17.1,22.9,12.2,0.2,11.05,78.19,171.44,2.7,83.98,5.34,3.38
2020,7,26,2.23,1.46,17.91,17.36,23.66,11.81,0.0,11.05,76.75,171.12,2.5,83.98,5.2,2.61
2020,7,27,1.98,1.15,17.99,17.58,22.55,12.94,0.05,11.66,79.62,181.06,2.0,83.97,3.72,2.28
2020,7,28,1.8,1.28,17.8,17.35,22.75,13.06,0.03,11.11,77.44,173.25,2.25,83.97,4.12,2.64
2020,7,29,1.76,1.45,17.88,17.3,23.39,11.98,0.01,11.23,78.19,163.44,2.52,84.03,4.72,2.88
2020,7,30,1.97,1.73,18.02,17.58,23.88,11.5,0.0,11.54,79.25,171.44,2.98,84.12,6.49,3.09
2020,7,31,2.24,1.57,18.9,18.46,25.19,12.06,0.0,11.72,76.38,154.69,2.67,84.13,5.02,2.9
2020,8,1,2.6,1.7,18.62,18.05,24.81,11.88,0.0,11.41,76.62,159.75,2.91,84.11,5.66,2.77
2020,8,2,2.38,1.8,17.51,16.94,23.79,11.23,0.0,10.5,75.88,160.88,3.11,84.16,5.84,3.97
2020,8,3,2.5,1.68,16.98,16.42,23.35,8.85,0.0,9.95,74.0,154.12,2.81,84.22,6.79,2.72
2020,8,4,2.31,1.41,17.83,17.7,23.48,11.4,0.54,10.8,73.31,154.12,2.24,84.15,5.35,0.96
2020,8,5,2.35,1.56,18.59,18.37,24.11,13.58,0.98,11.72,76.12,181.56,2.63,84.08,5.56,1.96
2020,8,6,2.3,1.48,19.33,18.95,25.26,13.1,0.0,11.6,73.62,173.06,2.51,84.08,4.91,2.76
2020,8,7,1.84,1.32,19.37,19.11,25.3,12.79,0.65,11.72,73.75,173.12,2.28,84.13,3.79,2.38
2020,8,8,1.48,1.65,18.48,18.08,23.58,13.85,1.34,11.41,75.94,169.5,2.8,84.16,5.72,2.91
2020,8,9,1.62,1.41,18.71,18.03,24.12,11.64,0.09,11.6,77.31,173.75,2.38,84.03,5.05,2.46
2020,8,10,1.84,1.29,19.75,19.34,25.26,13.3,0.09,12.15,75.0,197.62,2.16,83.98,3.58,2.24
2020,8,11,1.77,0.77,19.94,19.72,25.0,14.79,1.94,12.02,72.38,167.25,1.33,84.03,2.88,0.3
2020,8,12,1.05,1.05,20.14,20.12,25.35,15.58,1.84,12.45,72.56,183.38,1.68,84.01,2.91,1.1
2020,8,13,1.55,1.14,19.8,19.84,24.32,16.3,0.34,12.51,73.75,157.88,1.73,83.98,3.47,1.16
2020,8,14,1.27,1.02,19.79,19.88,24.65,15.89,0.28,12.39,72.75,151.06,1.56,83.89,3.34,0.65
2020,8,15,1.85,1.11,19.83,19.78,25.15,15.3,0.32,12.33,73.19,186.75,1.78,83.87,3.5,0.77
2020,8,16,1.61,1.55,20.29,19.92,25.7,15.12,0.08,12.51,73.94,168.5,2.52,83.85,4.59,2.32
2020,8,17,2.14,1.7,20.37,19.73,26.57,13.57,0.0,11.78,71.69,158.19,2.85,83.86,6.2,3.44
2020,8,18,2.05,1.41,19.68,19.36,26.01,12.36,0.01,10.99,68.06,156.88,2.3,83.84,4.36,1.87
2020,8,19,2.02,1.42,20.08,20.2,26.1,15.31,0.11,11.35,66.19,158.75,2.18,83.8,4.75,1.27
2020,8,20,2.16,1.42,20.56,20.27,25.58,15.45,2.7,12.82,73.56,155.81,2.2,83.77,5.4,1.04
2020,8,21,1.66,1.75,20.23,19.73,25.22,16.21,5.6,13.37,79.5,141.94,2.76,83.88,6.38,1.77
2020,8,22,2.05,1.99,19.9,19.03,24.7,14.55,2.94,12.63,78.69,154.75,3.19,83.93,7.06,3.18
2020,8,23,2.12,1.86,19.3,18.57,24.05,14.61,1.01,12.15,78.0,148.38,3.01,83.89,6.4,3.48
2020,8,24,2.02,1.34,19.21,18.81,24.69,12.06,2.45,11.41,72.88,153.44,2.12,83.88,5.3,0.77
2020,8,25,1.95,1.38,19.79,19.62,24.87,14.2,2.17,12.08,72.12,135.0,2.13,83.96,5.15,0.68
2020,8,26,2.34,1.69,19.85,19.82,25.59,14.73,2.09,12.21,72.94,141.31,2.62,84.01,5.98,0.48
2020,8,27,2.13,1.55,20.0,20.05,26.28,14.29,0.18,11.66,69.56,159.5,2.36,83.98,5.66,0.55
2020,8,28,2.18,1.58,19.61,19.34,25.9,12.65,0.15,11.29,69.69,169.06,2.59,83.86,4.52,2.67
2020,8,29,1.35,1.35,20.32,20.29,26.47,14.23,0.89,11.54,67.19,166.5,2.19,83.83,4.09,0.46
2020,8,30,2.39,1.23,20.4,20.63,26.51,15.14,0.14,11.47,65.25,166.0,1.85,83.87,3.68,0.41
2020,8,31,1.46,1.38,20.38,20.58,25.61,15.87,1.0,11.96,67.5,182.88,2.07,83.92,4.95,1.01
2020,9,1,2.7,1.47,20.09,19.88,25.59,14.63,0.42,11.9,71.19,128.12,2.31,83.9,4.71,1.06
2020,9,2,2.79,1.85,19.14,18.9,26.01,12.87,0.0,10.01,65.38,150.62,2.94,83.94,5.92,1.08
2020,9,3,2.96,1.62,19.08,18.49,25.95,10.23,0.0,10.01,65.94,158.62,2.67,84.02,5.68,2.81
2020,9,4,2.15,0.91,20.11,20.32,25.12,13.94,0.1,10.56,61.81,196.12,1.5,84.03,4.11,0.28
2020,9,5,2.07,1.27,19.85,20.36,25.37,14.78,0.39,11.35,65.0,200.69,1.98,83.86,4.23,1.24
2020,9,6,1.02,0.98,18.94,19.01,22.99,15.76,1.36,12.15,75.12,234.69,1.6,83.78,3.05,1.16
